"","SortID","InstanceID","sms_dataid","sms_id","treatment","surveygroup","panel","sarajevocity","sarajevosurvey","panelcity","allwave","nationwave","panelwave","wave3","entity","rs","federation","region","type","urban","rural","municipality","municipality2","municipality3","centar","novigrad","novosarajevo","starigrad","sarajevocanton","panelcitycanton","tuzla","banjaluka","ethnicity","Bosniak","Croat","Serb","Bosnian","other","bosniakfavorable","croatfavorable","serbfavorable","ethnocentric","Men","age","Education","unemployed","religious","voteeu","heardofpride","prideknowledge","supportpride","rightspride","rightsnopride","rightsyesnopride","metgay","closetogay","gayrights","knewvictim","alphaclosecontact","GayActivistTreatment","HomophobeTreatment","AttendPride","ProtestPride","dgbias","magdgbias","dgprogay","dgantigay","municipalitystr","municipalcode","hadzic_merge","ethnic_vote_share","casualty","log_casualty","hhi_sb","hhi_cb","hhi_sc","pop_density","log_pop_density","refugees","cem_strata","cem_matched","cem_weights"
"2248",2248,NA,2748344,6276287,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,3,0,0,1,0,0,3,2,2,1,1,29,9,0,1,1,1,1,3,1,0,1,2,0,8,2,3,0,0,3,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2249",2249,NA,2748741,6276357,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,2,0,2,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,2,2,0,0,26,10,0,2,0,1,1,1,0,1,0,2,0,10,1,3.25,1,1,0,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,10,1,1.3191235885217
"2250",2250,NA,2748993,6276389,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,4,2,3,1,1,29,9,1,2,1,1,1,2,0,1,0,4,5,10,1,5,0,0,0,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2251",2251,NA,2749123,6276187,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,23,9,0,3,1,1,1,2,0,0,NA,2,0,5,1,2,1,0,0,0,1,1000,0,1000,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2252",2252,NA,2749207,6276333,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,36,9,0,3,1,1,1,1,0,0,NA,2,0,0,1,0.75,1,0,0,0,1,200,400,600,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,11,1,1.1259527838208
"2253",2253,NA,2749240,6276277,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,NA,NA,1,0,40,9,0,3,0,1,1,NA,NA,NA,NA,3,9,9,NA,7,0,0,NA,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,13,1,1.05699005490521
"2254",2254,NA,2749297,6276184,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,5,0,0,0,1,0,NA,NA,NA,0,0,49,6,0,2,1,1,4,NA,NA,NA,NA,4,NA,10,2,5.33333349227905,0,1,0,0,0,-998,999,1,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,15,1,0.982467316828529
"2255",2255,NA,2749331,6276196,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,2,0,1,28,9,0,3,1,1,1,2,0,1,0,3,6,6,3,4.5,0,0,0,5,1,400,300,700,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,9,1,0.847774216940747
"2256",2256,NA,2749480,6276203,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,3,3,3,0,1,50,6,0,2,1,1,4,3,1,0,1,4,5,10,3,5.5,0,0,0,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,17,1,0.79348529094722
"2257",2257,NA,2749508,6276433,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,49,8,0,1,1,1,1,3,1,0,1,4,8,7,4,5.75,0,1,0,0,0,-600,800,200,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,15,1,0.982467316828529
"2258",2258,NA,2749720,6276243,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,137,0,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,22,6,0,2,1,1,4,1,0,0,NA,4,1,0,1,1.5,0,1,0,0,0,0,500,500,"Stari Grad Sarajevo",137,3,56.6492691040039,2.33131003379822,0.846430361270905,0.698612987995148,0.755686521530151,0.087262324988842,409.225799560547,6.01426696777344,2.48699355125427,1,1,0.85075158859896
"2259",2259,NA,2749888,6276185,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,48,8,0,1,1,1,1,4,1,0,1,4,4,10,1,4.75,1,1,5,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,15,1,0.982467316828529
"2260",2260,NA,2750590,6276186,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,2,0,2,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,20,6,0,3,1,1,1,1,0,0,NA,3,0,5,2,2.5,1,1,0,0,1,1000,0,1000,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,2,1,1.02222682643277
"2261",2261,NA,2750615,6276403,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,137,0,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,3,4,1,1,24,9,1,2,1,1,1,2,0,1,0,3,3,7,3,4,1,1,0,3,1,300,350,650,"Stari Grad Sarajevo",137,3,56.6492691040039,2.33131003379822,0.846430361270905,0.698612987995148,0.755686521530151,0.087262324988842,409.225799560547,6.01426696777344,2.48699355125427,1,1,0.85075158859896
"2262",2262,NA,2750626,6276371,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,20,6,0,3,1,1,2,1,0,0,NA,4,2,0,3,2.25,0,1,0,10,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,1,1,0.85075158859896
"2263",2263,NA,2750699,6276425,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,2,0,1,0,0,0,2,1,2,1,1,61,10,0,1,1,1,1,4,1,0,1,4,6,10,4,6,1,1,6,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,19,1,0.840651506139443
"2264",2264,NA,2750861,6276273,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,1,4,4,4,0,0,45,9,0,3,0,1,2,2,0,0,NA,3,5,5,1,3.5,1,1,5,6,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,15,1,0.982467316828529
"2265",2265,NA,2750974,6276408,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,51,6,0,1,1,1,4,3,1,0,1,3,9,9,2,5.75,1,1,2,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,17,1,0.79348529094722
"2266",2266,NA,2751061,6276443,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,137,0,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3,3,3,0,0,22,7,0,2,1,1,2,2,0,1,0,4,10,10,1,6.25,0,0,NA,0,0,-1000,1000,0,"Stari Grad Sarajevo",137,3,56.6492691040039,2.33131003379822,0.846430361270905,0.698612987995148,0.755686521530151,0.087262324988842,409.225799560547,6.01426696777344,2.48699355125427,1,1,0.85075158859896
"2267",2267,NA,2751069,6276324,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,5,0,0,0,1,0,4,4,4,0,0,33,10,1,1,1,1,1,4,1,0,1,4,10,10,4,7,0,0,10,0,0,-800,900,100,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,11,1,1.1259527838208
"2268",2268,NA,2751227,6276398,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,35,5,0,1,0,1,1,4,1,0,1,3,8,10,4,6.25,0,1,6,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,11,1,1.1259527838208
"2269",2269,NA,2751407,6276427,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,2,0,1,0,0,0,1,1,1,0,0,42,10,0,1,0,1,4,4,1,0,1,3,9,10,1,5.75,1,0,8,0,0,-1000,1000,0,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1.05699005490521
"2270",2270,NA,2751426,6276309,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,NA,0,1,39,6,0,2,1,1,2,2,0,1,0,2,1,6,2,2.75,0,1,1,1,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,13,1,1.05699005490521
"2271",2271,NA,2751557,6276252,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,NA,NA,1,0,25,10,0,2,0,1,1,1,0,1,0,4,0,10,2,4,1,0,0,0,1,1000,0,1000,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2272",2272,NA,2751587,6276236,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,1,1,1,1,0,0,26,7,0,1,1,1,2,3,1,0,1,4,3,10,1,4.5,0,1,NA,0,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,9,1,0.847774216940747
"2273",2273,NA,2751601,6276332,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,2,0,2,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,NA,NA,1,0,21,6,0,3,0,1,1,1,0,0,NA,3,0,0,1,1,1,1,0,10,1,1000,0,1000,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,2,1,1.02222682643277
"2274",2274,NA,2751604,6276167,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,5,0,0,0,1,0,1,2,3,1,0,20,7,0,1,1,1,1,3,1,0,1,4,5,10,2,5.25,0,1,0,0,0,-200,600,400,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,1,1,0.85075158859896
"2275",2275,NA,2751609,6276327,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,26,6,1,2,1,1,1,4,1,0,1,4,6,10,NA,6.66666650772095,0,0,5,0,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,9,1,0.847774216940747
"2276",2276,NA,2751610,6276447,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,38,9,0,2,1,1,1,3,1,0,1,4,6,9,1,5,0,1,2,0,0,-1000,1000,0,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1.05699005490521
"2277",2277,NA,2751616,6276267,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,137,0,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,2,4,4,1,0,21,9,0,2,1,1,1,3,1,0,1,4,6,9,2,5.25,0,0,0,0,0,-1000,1000,0,"Stari Grad Sarajevo",137,3,56.6492691040039,2.33131003379822,0.846430361270905,0.698612987995148,0.755686521530151,0.087262324988842,409.225799560547,6.01426696777344,2.48699355125427,1,1,0.85075158859896
"2278",2278,NA,2751647,6276208,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,4,0,0,0,0,1,NA,NA,NA,0,0,21,7,0,1,1,1,1,4,1,0,1,4,5,10,4,5.75,0,0,10,0,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2279",2279,NA,2751706,6276213,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,3,3,3,0,0,39,9,0,1,1,1,2,4,1,0,1,4,10,10,3,6.75,1,0,10,0,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,13,1,1.05699005490521
"2280",2280,NA,2751769,6276308,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,5,0,0,0,1,0,1,2,2,1,0,39,8,0,2,1,1,2,3,1,0,1,4,3,10,1,4.5,1,1,0,0,0,-1000,1000,0,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1.05699005490521
"2281",2281,NA,2751796,6276164,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,2,0,1,0,0,0,2,2,3,1,0,25,10,1,2,1,1,1,4,1,0,1,4,10,10,2,6.5,1,1,10,0,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,9,1,0.847774216940747
"2282",2282,NA,2751800,6276428,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,1,18,6,0,3,1,1,1,1,0,0,NA,2,0,2,1,1.25,1,1,0,0,1,1000,0,1000,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,1,1,0.85075158859896
"2283",2283,NA,2751903,6276384,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,20,9,0,2,1,1,1,1,0,1,0,4,6,6,1,4.25,1,1,0,9,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2284",2284,NA,2752017,6276386,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,5,0,0,0,1,0,2,3,2,1,0,30,10,0,1,1,1,2,3,1,0,1,4,10,10,4,7,1,1,5,5,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,9,1,0.847774216940747
"2285",2285,NA,2752086,6276268,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,2,0,2,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,27,9,0,3,1,0,1,1,NA,NA,NA,1,0,NA,1,0.666666686534882,0,1,0,10,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,10,1,1.3191235885217
"2286",2286,NA,2752139,6276162,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,4,2,2,1,0,22,9,0,2,0,1,2,3,1,0,1,4,9,10,3,6.5,0,0,5,0,0,0,500,500,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2287",2287,NA,2752438,6276424,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,3,3,1,0,26,10,0,2,1,1,2,2,0,1,0,4,6,7,2,4.75,0,0,0,0,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,9,1,0.847774216940747
"2288",2288,NA,2752565,6276200,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,NA,NA,NA,0,0,21,6,0,3,0,1,4,1,0,0,NA,1,0,0,1,0.5,0,0,0,0,1,1000,0,1000,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2289",2289,NA,2752707,6276152,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,2,2,0,0,20,6,0,2,1,1,1,2,0,1,0,4,5,9,1,4.75,1,0,0,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,1,1,0.85075158859896
"2290",2290,NA,2752714,6276198,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,28,8,0,2,1,1,1,4,1,0,1,4,10,10,2,6.5,0,1,5,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2291",2291,NA,2752733,6276195,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,3,0,0,1,0,0,1,1,1,0,0,36,9,0,2,0,1,3,3,1,0,1,4,9,10,3,6.5,0,0,3,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,11,1,1.1259527838208
"2292",2292,NA,2752735,6276158,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,4,4,1,0,22,7,0,2,0,1,1,1,0,0,NA,3,0,3,1,1.75,1,1,0,9,1,1000,0,1000,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,1,1,0.85075158859896
"2293",2293,NA,2752763,6276222,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,2,0,2,133,0,2,0,1,0,0,1,1,0,0,4,0,0,0,0,1,1,1,1,0,0,23,7,0,1,1,1,4,3,1,0,1,4,10,10,4,7,1,0,0,0,0,-1000,1000,0,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,2,1,1.02222682643277
"2294",2294,NA,2752791,6276395,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,2,1,0,26,6,1,2,0,1,2,1,0,0,NA,NA,0,0,NA,0,0,1,0,10,1,1000,0,1000,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2295",2295,NA,2752795,6276211,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,4,0,0,0,0,1,NA,NA,NA,0,0,25,8,0,1,1,1,1,4,1,0,1,4,10,10,4,7,0,1,2,0,0,-1000,1000,0,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2296",2296,NA,2752803,6276364,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,136,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,21,9,0,2,1,1,1,4,1,0,1,4,9,10,1,6,0,0,NA,NA,0,-1000,1000,0,"Centar Sarajevo",136,3,47.7157707214355,1.98395681381226,0.685093224048615,0.41545233130455,0.449474036693573,0.174990639090538,2402.60595703125,7.78430938720703,2.98791718482971,1,1,0.85075158859896
"2297",2297,NA,2752810,6276182,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,2,2,2,0,0,30,10,0,2,0,1,1,3,1,0,1,4,8,9,3,6,1,1,5,5,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,9,1,0.847774216940747
"2298",2298,NA,2752832,6276209,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,137,0,4,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,3,2,1,0,34,4,1,3,0,1,2,1,0,0,NA,1,0,0,1,0.5,1,0,0,0,1,1000,0,1000,"Stari Grad Sarajevo",137,3,56.6492691040039,2.33131003379822,0.846430361270905,0.698612987995148,0.755686521530151,0.087262324988842,409.225799560547,6.01426696777344,2.48699355125427,11,1,1.1259527838208
"2299",2299,NA,2752843,6276183,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,133,0,2,0,1,0,0,1,1,0,0,5,0,0,0,1,0,4,4,4,0,0,23,9,0,1,1,1,1,3,1,0,1,4,7,10,4,6.25,1,1,10,0,0,-600,800,200,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,1,1,0.85075158859896
"2300",2300,NA,2752856,6276372,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,5,0,0,0,1,0,2,2,2,0,0,32,10,0,3,1,1,1,NA,NA,NA,NA,4,4,9,3,5,1,0,5,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,11,1,1.1259527838208
"2301",2301,NA,2752869,6276444,0,3,1,1,0,1,1,NA,1,0,1,0,1,7,1,1,1,139,0,3,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,2,3,1,0,22,7,0,1,1,1,2,3,1,0,1,2,5,8,1,4,1,1,0,0,0,0,500,500,"Novo Sarajevo",139,3,55.5962409973145,1.99076652526855,0.688519775867462,0.3513343334198,0.302132934331894,0.292502045631409,2023.17016601562,7.6124210357666,2.36935925483704,1,1,0.85075158859896
