"","SortID","InstanceID","sms_dataid","sms_id","treatment","surveygroup","panel","sarajevocity","sarajevosurvey","panelcity","allwave","nationwave","panelwave","wave3","entity","rs","federation","region","type","urban","rural","municipality","municipality2","municipality3","centar","novigrad","novosarajevo","starigrad","sarajevocanton","panelcitycanton","tuzla","banjaluka","ethnicity","Bosniak","Croat","Serb","Bosnian","other","bosniakfavorable","croatfavorable","serbfavorable","ethnocentric","Men","age","Education","unemployed","religious","voteeu","heardofpride","prideknowledge","supportpride","rightspride","rightsnopride","rightsyesnopride","metgay","closetogay","gayrights","knewvictim","alphaclosecontact","GayActivistTreatment","HomophobeTreatment","AttendPride","ProtestPride","dgbias","magdgbias","dgprogay","dgantigay","municipalitystr","municipalcode","hadzic_merge","ethnic_vote_share","casualty","log_casualty","hhi_sb","hhi_cb","hhi_sc","pop_density","log_pop_density","refugees","cem_strata","cem_matched","cem_weights"
"1",1,459074,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,1,1,1,34,9,1,2,1,1,2,1,0,0,NA,2,0,3,2,1.75,0,1,0,2,1,1000,0,1000,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,11,1,1
"2",2,456564,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,10,10,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,3,1,1,0,28,5,0,2,1,1,2,1,0,0,NA,4,0,0,1,1.25,1,0,0,0,1,1000,0,1000,"Bosanska Gradiska (Gradiska)",10,3,94.6784820556641,1.00710308551788,0.00707797007635236,0.494210481643677,0.227531030774117,0.549107372760773,78.7060394287109,4.36571979522705,9.47243785858154,9,1,1
"3",3,456096,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,1,1,1,180,180,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,4,4,1,1,0,59,3,0,2,0,1,3,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Bileca",180,3,98.3130722045898,0.767841041088104,-0.264172583818436,0.698879241943359,0.143746748566628,0.797145843505859,20.985782623291,3.04384517669678,5.47274923324585,19,1,1
"4",4,444500,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,44,44,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,1,72,8,0,2,1,1,4,4,1,0,1,1,5,10,1,4.25,0,0,4,0,0,-1000,1000,0,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,1
"5",5,459616,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,32,32,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,52,5,0,2,1,1,4,2,0,1,0,1,5,8,1,3.75,1,0,0,0,1,980,10,990,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,1
"6",6,444586,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,47,47,0,0,0,0,0,0,4,0,0,5,0,0,0,1,0,1,1,1,0,0,45,3,0,2,1,1,4,4,1,0,1,1,0,10,1,3,0,0,4,0,0,0,500,500,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,1
"7",7,444506,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,44,44,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,1,48,8,0,2,1,1,4,1,0,0,NA,1,0,4,1,1.5,0,0,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,1
"8",8,465664,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,4,2,0,2,65,65,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,2,2,1,0,26,9,0,2,1,1,4,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Jajce",65,3,83.7046432495117,1.58197617530823,0.458674788475037,0.321735680103302,0.369555503129959,0.2950838804245,113.654037475586,4.73315906524658,8.28982162475586,10,1,1
"9",9,459245,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,4,4,1,0,56,6,0,2,1,1,4,1,0,0,NA,1,0,3,1,1.25,1,0,0,0,1,600,200,800,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,19,1,1
"10",10,456628,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,98,98,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,3,3,1,1,48,6,0,3,1,1,4,1,0,0,NA,1,0,1,1,0.75,1,1,0,7,1,1000,0,1000,"Kladanj",98,3,78.6688842773438,1.41879272460938,0.349806368350983,0.602042198181152,0.720922350883484,0.243724331259727,49.4461555480957,3.90088438987732,2.15308022499084,16,1,1
"11",11,454670,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,3,2,0,2,117,117,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,1,1,0,39,8,0,3,0,1,4,3,0,0,NA,1,1,2,1,1.25,1,1,6,7,0,0,500,500,"Breza",117,3,73.3167877197266,1.55916154384613,0.444148182868958,0.666942656040192,0.712131261825562,0.101529441773891,237.219177246094,5.46898460388184,1.43789339065552,14,1,1
"12",12,459472,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,1,1,1,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,NA,NA,1,1,0,46,6,0,3,0,1,1,NA,NA,NA,NA,1,0,0,1,0.5,1,0,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,15,1,1
"13",13,460656,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,10,10,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,63,5,0,1,0,1,4,1,0,1,0,1,0,10,1,3,0,1,0,0,1,1000,0,1000,"Bosanska Gradiska (Gradiska)",10,3,94.6784820556641,1.00710308551788,0.00707797007635236,0.494210481643677,0.227531030774117,0.549107372760773,78.7060394287109,4.36571979522705,9.47243785858154,22,1,1
"14",14,462272,NA,NA,1,2,0,1,1,2,2,2,NA,0,1,0,1,7,1,1,1,133,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,3,2,3,1,1,37,8,1,2,1,1,4,3,1,0,1,4,9,8,2,5.75,0,0,4,3,0,-200,600,400,"Novi Grad Sarajevo",133,3,55.1877136230469,2.34525966644287,0.852396130561829,0.426352620124817,0.457916766405106,0.234979271888733,2846.16674804688,7.95372819900513,2.40528202056885,13,1,1
"15",15,457036,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,7,1,1,1,118,118,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,3,3,3,0,1,67,5,0,1,1,1,4,1,0,1,0,1,1,8,1,2.75,0,1,0,0,1,1000,0,1000,"Ilijas",118,3,63.8187294006348,2.21172165870667,0.793771266937256,0.435494631528854,0.370798796415329,0.399081975221634,77.9690399169922,4.3563117980957,1.66375482082367,21,1,1
"16",16,460517,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,55,55,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,3,3,1,1,69,5,0,3,1,1,4,1,0,0,NA,1,0,0,1,0.5,0,0,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,1
"17",17,458380,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,25,25,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,70,5,0,2,1,1,2,1,0,0,NA,1,0,0,1,0.5,1,1,0,0,1,1000,0,1000,"Gradacac",25,3,62.5813064575195,1.59770953655243,0.468571037054062,0.498780131340027,0.507883369922638,0.178301274776459,139.019653320312,4.93461513519287,1.94234812259674,24,1,1
"18",18,458388,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,25,25,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,35,9,0,2,1,1,3,1,0,0,NA,1,0,0,1,0.5,1,0,0,0,1,1000,0,1000,"Gradacac",25,3,62.5813064575195,1.59770953655243,0.468571037054062,0.498780131340027,0.507883369922638,0.178301274776459,139.019653320312,4.93461513519287,1.94234812259674,12,1,1
"19",19,458381,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,25,25,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,47,3,1,2,1,1,2,1,0,0,NA,1,0,0,1,0.5,1,0,0,0,1,1000,0,1000,"Gradacac",25,3,62.5813064575195,1.59770953655243,0.468571037054062,0.498780131340027,0.507883369922638,0.178301274776459,139.019653320312,4.93461513519287,1.94234812259674,16,1,1
"20",20,450707,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,74,74,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,1,1,1,0,1,27,9,1,2,1,1,4,2,0,1,0,1,5,7,1,3.5,1,1,4,6,1,900,50,950,"Teslic",74,3,93.2241363525391,1.17118322849274,0.158014535903931,0.456484973430634,0.190530076622963,0.462922245264053,70.7494125366211,4.25914430618286,4.28375720977783,10,1,1
"21",21,450712,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,74,74,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,1,1,1,0,1,32,6,0,1,0,1,4,3,1,0,1,2,2,8,3,3.75,0,1,0,0,0,-1000,1000,0,"Teslic",74,3,93.2241363525391,1.17118322849274,0.158014535903931,0.456484973430634,0.190530076622963,0.462922245264053,70.7494125366211,4.25914430618286,4.28375720977783,12,1,1
"22",22,459475,NA,NA,1,2,0,0,0,3,2,2,NA,0,3,0,0,13,1,1,1,200,200,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,57,3,0,2,0,0,NA,1,0,0,NA,1,0,0,1,0.5,0,1,0,0,1,1000,0,1000,"Brcko",200,3,81.5674133300781,1.89439332485199,0.638898611068726,0.366000175476074,0.372424185276031,0.232811704277992,177.742401123047,5.180335521698,7.43378162384033,19,1,1
"23",23,458784,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,1,1,1,64,64,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,1,32,9,0,2,0,1,3,1,0,0,NA,1,1,0,2,1,1,0,0,9,1,1000,0,1000,"Mrkonjic Grad",64,3,93.3449859619141,1.77039611339569,0.571203291416168,0.681332409381866,0.103088825941086,0.704964101314545,39.9927024841309,3.68869709968567,2.08432197570801,11,1,1
"24",24,460512,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,2,0,2,55,55,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,4,4,1,0,43,3,0,2,1,1,4,1,0,0,NA,1,0,0,1,0.5,0,0,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,1
"25",25,459445,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,12,1,1,1,167,167,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,4,4,4,0,0,36,9,0,2,1,1,4,2,0,0,NA,1,2,2,2,1.75,0,1,2,2,1,600,200,800,"Gorazde",167,3,67.5484390258789,4.28499174118042,1.45511865615845,0.580597162246704,0.697748005390167,0.259875178337097,99.6631317138672,4.60179567337036,3.56905221939087,11,1,1
"26",26,456773,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,11,1,1,1,17,17,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,54,5,1,2,1,1,3,3,1,0,1,1,2,8,2,3.25,0,0,0,0,0,-1000,1000,0,"Odzak",17,3,81.5004959106445,0.898323118686676,-0.107225440442562,0.198175504803658,0.450762808322906,0.452151715755463,146.614639282227,4.9878077507019,7.22983741760254,17,1,1
"27",27,458024,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,1,1,1,32,32,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,0,52,3,0,2,1,1,4,1,0,1,0,1,0,8,1,2.5,0,1,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,1
"28",28,444032,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,44,44,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,3,4,1,1,53,5,1,2,1,1,4,1,0,0,NA,1,0,5,1,1.75,0,0,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,1
"29",29,444498,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,2,1,1,1,44,44,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,2,2,2,0,1,33,6,0,1,1,1,4,2,0,0,NA,1,0,3,1,1.25,1,0,1,2,1,800,100,900,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,1
"30",30,460655,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,10,10,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,1,28,9,0,2,1,1,4,1,0,0,NA,1,0,0,1,0.5,0,0,0,8,1,1000,0,1000,"Bosanska Gradiska (Gradiska)",10,3,94.6784820556641,1.00710308551788,0.00707797007635236,0.494210481643677,0.227531030774117,0.549107372760773,78.7060394287109,4.36571979522705,9.47243785858154,10,1,1
"31",31,458579,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,2,3,1,1,57,5,0,3,1,1,3,1,0,0,NA,2,4,3,2,2.75,0,1,8,8,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,20,1,1
"32",32,462427,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,39,6,1,3,1,1,3,1,0,0,NA,2,4,2,2,2.5,0,0,1,8,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,14,1,1
"33",33,458585,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,1,65,5,0,3,1,1,2,1,0,0,NA,1,3,3,1,2,1,1,10,7,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,22,1,1
"34",34,462410,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,4,1,3,1,0,52,6,1,2,1,1,3,2,0,0,NA,1,3,2,1,1.75,1,0,8,7,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,18,1,1
"35",35,462426,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,1,19,6,0,2,1,1,3,2,0,0,NA,1,3,1,1,1.5,1,1,1,9,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,2,1,1
"36",36,458580,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,64,5,1,2,1,1,3,2,0,0,NA,2,2,2,2,2,0,0,7,7,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,22,1,1
"37",37,459905,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,4,4,1,1,25,8,0,2,1,1,4,2,0,0,NA,1,0,0,3,1,0,0,0,10,1,1000,0,1000,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,9,1,1
"38",38,459906,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,1,2,1,1,38,10,0,3,1,1,3,2,0,1,0,1,0,8,4,3.25,0,0,0,10,1,998,1,999,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,13,1,1
"39",39,458581,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,67,5,0,3,1,0,3,2,0,0,NA,1,0,1,2,1,0,0,7,7,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,22,1,1
"40",40,459891,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,2,4,1,1,59,8,0,2,1,1,4,4,1,0,1,4,0,10,3,4.25,0,1,3,5,0,0,500,500,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,19,1,1
"41",41,458586,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,4,2,4,1,0,37,6,0,2,0,1,4,1,0,0,NA,1,0,0,1,0.5,0,0,8,9,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,14,1,1
"42",42,462429,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,1,74,5,0,2,0,1,3,1,0,0,NA,1,0,0,2,0.75,1,0,1,1,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,24,1,1
"43",43,459886,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,3,2,1,0,63,8,0,3,1,0,NA,1,0,0,NA,1,0,3,4,2,1,1,0,10,1,1000,0,1000,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,21,1,1
"44",44,458584,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,4,1,0,23,6,1,3,1,1,4,1,0,0,NA,2,0,0,1,0.75,1,0,7,9,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,2,1,1
"45",45,458582,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,4,1,1,75,5,0,2,1,0,3,1,0,0,NA,2,0,1,2,1.25,1,1,8,8,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,4,1,1
"46",46,459914,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,4,3,3,1,0,63,6,0,2,1,1,4,1,0,0,NA,1,3,1,4,2.25,0,0,0,10,1,1000,0,1000,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,21,1,1
"47",47,459917,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,3,4,1,1,38,6,0,2,1,1,4,NA,NA,NA,NA,4,0,6,4,3.5,1,0,0,NA,1,980,10,990,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,13,1,1
"48",48,458583,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,149,149,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,35,9,1,1,0,1,3,1,0,0,NA,1,3,3,2,2.25,0,1,9,8,1,1000,0,1000,"Grude",149,3,90.6302261352539,0.195622935891151,-1.63156628608704,0.000456139998277649,0.99070805311203,0.99040287733078,74.0180969238281,4.3043098449707,0.189509719610214,12,1,1
"49",49,459889,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,1,1,1,157,157,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,1,4,1,1,35,8,0,3,0,1,4,2,0,0,NA,3,6,1,2,3,0,1,0,10,1,1000,0,1000,"Mostar",157,3,81.7837371826172,1.99797832965851,0.692135810852051,0.290678828954697,0.343133896589279,0.285835474729538,103.201301574707,4.63668155670166,5.11498260498047,11,1,1
"50",50,459911,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,2,0,2,173,173,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,4,3,4,1,0,53,6,1,2,1,1,4,1,0,0,NA,4,1,4,2,2.75,1,1,0,10,1,1000,0,1000,"Capljina",173,3,91.1635971069336,0.839251101016998,-0.175245299935341,0.228988125920296,0.448188096284866,0.456231534481049,108.9140625,4.69055938720703,3.91291880607605,18,1,1
"51",51,462431,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,33,5,1,2,1,1,3,1,0,0,NA,1,0,0,2,0.75,1,0,0,6,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,12,1,1
"52",52,462430,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,3,1,3,1,0,50,6,0,2,1,0,3,1,0,0,NA,2,0,0,2,1,1,0,1,4,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,18,1,1
"53",53,462411,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,6,2,0,2,148,148,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,4,2,4,1,0,46,6,0,3,1,1,4,1,0,0,NA,2,0,0,2,1,1,1,0,0,1,1000,0,1000,"Posusje",148,3,92.1888580322266,0.116726979613304,-2.14791750907898,0.000455234985565767,0.989669919013977,0.989495158195496,37.1670265197754,3.61542201042175,0.233453944325447,16,1,1
"54",54,459920,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,5,2,0,2,173,173,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,2,3,2,1,0,48,6,1,2,1,1,3,1,0,0,NA,2,0,5,4,2.75,1,1,4,10,1,1000,0,1000,"Capljina",173,3,91.1635971069336,0.839251101016998,-0.175245299935341,0.228988125920296,0.448188096284866,0.456231534481049,108.9140625,4.69055938720703,3.91291880607605,16,1,1
"55",55,457077,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,4,2,1,0,25,6,0,3,0,1,3,1,0,0,NA,4,5,4,3,4,0,0,0,0,1,1000,0,1000,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,10,1,1
"56",56,456089,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,10,1,1,1,180,180,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,2,1,0,31,9,1,2,0,1,2,2,0,1,0,2,1,7,2,3,0,0,9,8,1,600,200,800,"Bileca",180,3,98.3130722045898,0.767841041088104,-0.264172583818436,0.698879241943359,0.143746748566628,0.797145843505859,20.985782623291,3.04384517669678,5.47274923324585,11,1,1
"57",57,457078,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,9,9,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,2,2,1,1,1,63,5,0,2,1,1,2,2,0,0,NA,1,0,4,2,1.75,1,0,0,0,1,1000,0,1000,"Prijedor",9,3,92.0699234008789,4.68532037734985,1.54443430900574,0.430787891149521,0.395122140645981,0.37981304526329,134.943649291992,4.90485715866089,12.463680267334,22,1,1
"58",58,459630,NA,NA,1,2,0,0,0,3,2,2,NA,0,2,1,0,9,2,0,2,61,61,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,3,3,1,1,1,53,5,1,2,1,1,NA,NA,NA,NA,NA,1,0,4,1,1.5,1,1,0,0,1,1000,0,1000,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,1
"59",59,450620,NA,NA,1,2,0,0,0,3,2,2,NA,0,1,0,1,1,2,0,2,2,2,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,1,34,6,0,3,1,1,1,1,0,0,NA,1,0,0,1,0.5,0,0,0,0,1,1000,0,1000,"Cazin",2,3,80.5432434082031,1.46666872501373,0.382993698120117,0.960973620414734,0.970755338668823,0.0107420021668077,178.115173339844,5.18243026733398,2.14322876930237,12,1,1
